EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5163665,BINGHAM CO.,COUNTYWIDE,07/26/2000,1400,Wildfire, , ,0,0,50000,120000,ID,MST, ,1099195,C,11,PIH,0,0,PARK/FOREST SERVICE, , , , , , , ,COUNTYWIDE,07/31/2000,0, , , , ,"","Eastern Idaho had escaped large wild fires until lightning from a dry thunderstorm outbreak  sparked over 40 fires on 07/26.  Most of the fires were quickly suppressed , but 9 became much longer lived with 3 of these fires continuing to burn into August.  As of the end of July these fires have burned 192,200 acres with costs estimated at $1,455,000.  No structures or homes were lost, although a score of homes were threatened in the vicinity of Pocatello and Lava Hot Springs which forced some  evacuations.  Some crop fields were burned and farm equipment lost, including several harvesters and a pickup truck.  Generally the fires consumed sagebrush and juniper with some mixed conifers.  The fires were combined administratively by the East Idaho Fire Center into one system know as the Eastern Idaho Complex.  The principle fires were:  Flat  Top located 14 miles west of Aberdeen which had burned 109 square miles before containment.  Coffee Point 6 miles northwest of Springfield which had burned 102 square miles before containment.  Tin Cup and INEEL fires had merged to burn 76 square miles before containment.  These fires had forced the evacuation 450 employees of the Idaho National Engineering and Environment Laboratory for a day.  Moonshine, Fisher Springs and Rattlesnake in the Arbon valley in Power county had burned 48 square miles with the Moonshine fire still unconstrained.  The West Fork fire near Lava Hot Springs remained uncontained after burning 850 acres.  However, it was no longer threatening homes.  The Supon fire 20 miles east of Blackfoot has burned 6 square miles and remained uncontained.",191
5153902,SAN DIEGO CO.,CAMPO,07/27/2000,1330,Wildfire, , ,0,0,0,0,CA,PST, ,1098667,C,73,SGX,0,0,NEWSPAPER, , , ,10,NW,10,NW,CAMPO,07/28/2000,800, , , , ,"","About 500 acres were burned in the wilderness area near Morena Reservoir.",192
5175376,CAMPBELL CO.,COUNTYWIDE,07/27/2000,2000,Wildfire, , ,0,0,0,0,WY,MST, ,1099240,C,5,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,07/27/2000,2000, , , , ,"Lightning caused several small fires throughout the county.  The largest was contained within 36 hours.","",193
5175377,CROOK CO.,COUNTYWIDE,07/27/2000,2100,Wildfire, , ,0,0,0,0,WY,MST, ,1099240,C,11,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,07/27/2000,2100, , , , ,"Lightning caused five fires throughout the county.  Four of the fires were small and easily contained.  The fifth fire, northwest of Hulett, reached several hundred acres before crews had it under control.","",194
5175378,WESTON CO.,COUNTYWIDE,07/27/2000,2100,Wildfire, , ,0,0,0,0,WY,MST, ,1099240,C,45,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,07/27/2000,2100, , , , ,"Lightning caused four small fires.  Crews contained the fires within several hours of ignition.","",195
5153893,HOT SPRINGS CO.,THERMOPOLIS,07/28/2000,1500,Wildfire, , ,0,0,0,0,WY,MST, ,1098659,C,17,RIW,0,0,NEWSPAPER, , , ,35,NW,35,NW,THERMOPOLIS,07/31/2000,0, , , , ,"","By the end of July, The "Enos Complex" fires had burned over 11,000 acres of limber pine, juniper, Douglas fir, sagebrush,
and grass on mostly BLM administered public lands.  Started by lightning.",196
5153900,RIVERSIDE CO.,TEMECULA,07/29/2000,1241,Wildfire, , ,0,3,0,0,CA,PST, ,1098666,C,65,SGX,0,0,NEWSPAPER, , , ,7,E,7,E,TEMECULA,07/31/2000,2359, , , , ,"","A brush fire, fanned by erratic winds, quickly grew to over 3800 acres and was still out of control as July ended. Over 1,100 fire fighters, 74 fire engines, 4 helicopters, and eight air tankers were battling to keep flames away from structures.",197
5153894,NATRONA CO.,CASPER,07/29/2000,1530,Wildfire, , ,0,0,0,0,WY,MST, ,1098660,C,25,RIW,0,0,NEWSPAPER, , , ,8,S,8,S,CASPER,07/31/2000,0, , , , ,"","By the end of July, the fire had consumed over 5,000 acres of  government and private land.  Some homes evacuated.
Started by lightning.",198
5163726,GILA CO.,GLOBE,07/30/2000,1200,Wildfire, , ,0,0,0,0,AZ,MST, ,1099201,C,7,PSR,0,0,PARK/FOREST SERVICE, , , ,8,S,8,S,GLOBE,07/31/2000,2359, , , , ,"The lightning-started  "Peak Fire" burned a total of 2,310 acres of the Tonto National Forest. Numerous communications towers were threatened but none was damaged.  The fire was contained on  August 28.","",199
5162472,ESCAMBIA CO.,WEST PENSACOLA,07/30/2000,1400,Wildfire, , ,0,0,20000,0,FL,CST, ,1100175,C,33,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,WEST PENSACOLA,07/30/2000,2000, , , , ,"Lightning started a woods fire in the west part of Pensacola.  The fire started in a heavily wooded area and spread toward a sub-division.  The fire threatened 150 homes but was brought under control before reaching the homes.  No injuries were reported.","",200
5173485,SAN JUAN CO.,FRY CANYON,07/30/2000,1700,Wildfire, , ,0,0,0,0,UT,MST, ,1100343,C,37,GJT,0,0,PARK/FOREST SERVICE, , , ,10,N,10,N,FRY CANYON,07/31/2000,2300, , , , ,"","Lightning sparked a wildfire which consumed 5 acres.",201
5153901,SAN DIEGO CO.,PALA,07/31/2000,800,Wildfire, , ,0,0,0,0,CA,PST, ,1098666,C,73,SGX,0,0,NEWSPAPER, , , ,5,N,5,N,PALA,07/31/2000,2359, , , , ,"","A brush fire, fanned by erratic winds, quickly grew to over 3800 acres and was still out of control as July ended. Over 1,100 fire fighters, 74 fire engines, 4 helicopters, and eight air tankers were battling to keep flames away from structures.",202
5151461,TULARE CO.,SPRINGVILLE,07/31/2000,1200,Wildfire, , ,0,0,0,0,CA,PST, ,1097043,C,107,HNX,0,0,PARK/FOREST SERVICE, , , ,7,NE,7,NE,SPRINGVILLE,07/31/2000,2359, , , , ,"The Edison wildfire began on July 31st from an unknown cause and was contained the next day (August 1st) after burning 150 acres.  No structures were lost and the cost to contain was unreported.","",203
5170111,JUDITH BASIN CO.,UTICA,07/31/2000,1600,Wildfire, , ,0,0,0,0,MT,MST, ,1101624,C,45,TFX,0,0,EMERGENCY MANAGER, , , ,40,SW,40,SW,UTICA,07/31/2000,2359, , , , ,"Judith Complex fire - also includes Meagher County, 14600 acres burned, lightning caused, continued past July 31.","",204
5170944,BEAVERHEAD CO.,WISDOM,07/31/2000,1730,Wildfire, , ,0,6,10000,0,MT,MST, ,1101618,C,1,TFX,0,0,EMERGENCY MANAGER, , , ,15,NW,15,NW,WISDOM,07/31/2000,2359, , , , ,"Mussingbrod Complex fire - only partly in Beaverhead County, 84939 acres burned, lightning caused, continued past July 31.","",205
5174705,TETON CO.,BYNUM,08/01/2000,0,Wildfire, , ,0,0,0,0,MT,MST, ,1102858,C,99,TFX,0,0,EMERGENCY MANAGER, , , ,35,W,35,W,BYNUM,08/31/2000,2359, , , , ,"McDonald 2 fire, 4345 acres burned, lightning caused.","",206
5170112,JUDITH BASIN CO.,UTICA,08/01/2000,0,Wildfire, , ,0,0,0,0,MT,MST, ,1101625,C,45,TFX,0,0,EMERGENCY MANAGER, , , ,40,SW,40,SW,UTICA,08/31/2000,2359, , , , ,"Judith Complex fire - includes northeast Meagher County, 14600 acres burned, lightning caused, continued past August 31.","",207
5172683,POWER CO.,ARBON,08/01/2000,0,Wildfire, , ,0,0,0,0,ID,MST, ,1101478,C,77,PIH,0,0,PARK/FOREST SERVICE, , , , , , , ,ARBON,08/23/2000,1800, , , , ,"","The fires that had been ignited in late July across Eastern Idaho were largely contained and suppressed by July's end, with the 6 remaining fires controlled by Aug 2.  These fires, dubbed the Eastern Idaho Complex by the Great Basin Fire Center, consisted of Westfork near Lava Hot Springs, Moonshine and Rattlesnake in the Arbon Valley,  Supon near Blackfoot, and Sheep Station and Camas Creek near Dubois.  Combined, these 6 fires consumed about 38,000 acres with most of the damage having occurred in July.  Another episode of dry lightning on August 17th would trigger over 100 fire starts, most of which were quickly extinguished.  However, some grew into major wild fires such as Buckskin near Blackfoot; Camas, close to Hamer, and Green Canyon and Ice in the Sublett Mountains, would combine for a further 20,000 acres burned in August.  Generally, these fires burned sagebrush and juniper with some mixed confers.  Costs for suppressing these fires have not been estimated, however, no homes, structures or crops were lost or threatened.",208
5170945,BEAVERHEAD CO.,WISDOM,08/01/2000,0,Wildfire, , ,0,6,10000,0,MT,MST, ,1101619,C,1,TFX,0,0,EMERGENCY MANAGER, , , ,15,NW,15,NW,WISDOM,08/31/2000,2359, , , , ,"Mussigbrod Complex fire - only partly in Beaverhead County, 84939 acres burned, lightning caused, continued past August 31.","",209
5170943,LEWIS AND CLARK CO.,HELENA,08/01/2000,0,Wildfire, , ,0,2,2500000,0,MT,MST, ,1101617,C,49,TFX,0,0,EMERGENCY MANAGER, , , ,15,W,15,W,HELENA,08/28/2000,2100, , , , ,"Continued Canyon Ferry Complex - includes Broadwater County, 38570 acres burned, cause unknown, 13 residents destroyed, 37 outbuildings destroyed.","",210
5172680,BINGHAM CO.,BLACKFOOT,08/01/2000,0,Wildfire, , ,0,0,0,0,ID,MST, ,1101478,C,11,PIH,0,0,PARK/FOREST SERVICE, , , ,20,E,20,E,BLACKFOOT,08/20/2000,1800, , , , ,"","The fires that had been ignited in late July across Eastern Idaho were largely contained and suppressed by July's end, with the 6 remaining fires controlled by Aug 2.  These fires, dubbed the Eastern Idaho Complex by the Great Basin Fire Center, consisted of Westfork near Lava Hot Springs, Moonshine and Rattlesnake in the Arbon Valley,  Supon near Blackfoot, and Sheep Station and Camas Creek near Dubois.  Combined, these 6 fires consumed about 38,000 acres with most of the damage having occurred in July.  Another episode of dry lightning on August 17th would trigger over 100 fire starts, most of which were quickly extinguished.  However, some grew into major wild fires such as Buckskin near Blackfoot; Camas, close to Hamer, and Green Canyon and Ice in the Sublett Mountains, would combine for a further 20,000 acres burned in August.  Generally, these fires burned sagebrush and juniper with some mixed confers.  Costs for suppressing these fires have not been estimated, however, no homes, structures or crops were lost or threatened.",211
5172682,JEFFERSON CO.,HAMER,08/01/2000,0,Wildfire, , ,0,0,0,0,ID,MST, ,1101478,C,51,PIH,0,0,PARK/FOREST SERVICE, , , , , , , ,HAMER,08/18/2000,1800, , , , ,"","The fires that had been ignited in late July across Eastern Idaho were largely contained and suppressed by July's end, with the 6 remaining fires controlled by Aug 2.  These fires, dubbed the Eastern Idaho Complex by the Great Basin Fire Center, consisted of Westfork near Lava Hot Springs, Moonshine and Rattlesnake in the Arbon Valley,  Supon near Blackfoot, and Sheep Station and Camas Creek near Dubois.  Combined, these 6 fires consumed about 38,000 acres with most of the damage having occurred in July.  Another episode of dry lightning on August 17th would trigger over 100 fire starts, most of which were quickly extinguished.  However, some grew into major wild fires such as Buckskin near Blackfoot; Camas, close to Hamer, and Green Canyon and Ice in the Sublett Mountains, would combine for a further 20,000 acres burned in August.  Generally, these fires burned sagebrush and juniper with some mixed confers.  Costs for suppressing these fires have not been estimated, however, no homes, structures or crops were lost or threatened.",212
5172681,CLARK CO.,CENTRAL PORTION,08/01/2000,0,Wildfire, , ,0,0,0,0,ID,MST, ,1101478,C,33,PIH,0,0,PARK/FOREST SERVICE, , , , , , , ,CENTRAL PORTION,08/18/2000,1800, , , , ,"","The fires that had been ignited in late July across Eastern Idaho were largely contained and suppressed by July's end, with the 6 remaining fires controlled by Aug 2.  These fires, dubbed the Eastern Idaho Complex by the Great Basin Fire Center, consisted of Westfork near Lava Hot Springs, Moonshine and Rattlesnake in the Arbon Valley,  Supon near Blackfoot, and Sheep Station and Camas Creek near Dubois.  Combined, these 6 fires consumed about 38,000 acres with most of the damage having occurred in July.  Another episode of dry lightning on August 17th would trigger over 100 fire starts, most of which were quickly extinguished.  However, some grew into major wild fires such as Buckskin near Blackfoot; Camas, close to Hamer, and Green Canyon and Ice in the Sublett Mountains, would combine for a further 20,000 acres burned in August.  Generally, these fires burned sagebrush and juniper with some mixed confers.  Costs for suppressing these fires have not been estimated, however, no homes, structures or crops were lost or threatened.",213
5172679,BANNOCK CO.,LAVA HOT SPGS,08/01/2000,0,Wildfire, , ,0,0,0,0,ID,MST, ,1101478,C,5,PIH,0,0,PARK/FOREST SERVICE, , , ,3,NW,3,NW,LAVA HOT SPGS,08/11/2000,1800, , , , ,"","The fires that had been ignited in late July across Eastern Idaho were largely contained and suppressed by July's end, with the 6 remaining fires controlled by Aug 2.  These fires, dubbed the Eastern Idaho Complex by the Great Basin Fire Center, consisted of Westfork near Lava Hot Springs, Moonshine and Rattlesnake in the Arbon Valley,  Supon near Blackfoot, and Sheep Station and Camas Creek near Dubois.  Combined, these 6 fires consumed about 38,000 acres with most of the damage having occurred in July.  Another episode of dry lightning on August 17th would trigger over 100 fire starts, most of which were quickly extinguished.  However, some grew into major wild fires such as Buckskin near Blackfoot; Camas, close to Hamer, and Green Canyon and Ice in the Sublett Mountains, would combine for a further 20,000 acres burned in August.  Generally, these fires burned sagebrush and juniper with some mixed confers.  Costs for suppressing these fires have not been estimated, however, no homes, structures or crops were lost or threatened.",214
5172295,TETON CO.,JACKSON,08/01/2000,0,Wildfire, , ,0,0,0,0,WY,MST, ,1101541,C,39,RIW,0,0,NEWSPAPER, , , ,35,N,35,N,JACKSON,08/31/2000,0, , , , ,"",""Teton Complex" of fires was composed of  five major fires burning across parts of  Teton County and Grand Teton
National Park.",215
5172293,HOT SPRINGS CO.,THERMOPOLIS,08/01/2000,0,Wildfire, , ,0,0,0,0,WY,MST, ,1101539,C,17,RIW,0,0,NEWSPAPER, , , ,35,NW,35,NW,THERMOPOLIS,08/10/2000,1800, , , , ,"",""Enos Complex" fire began in late July, burned approximately 14,000 acres.",216
5155035,SAN DIEGO CO.,PALA,08/01/2000,0,Wildfire, , ,0,29,0,0,CA,PST, ,1100756,C,73,SGX,0,0,NEWSPAPER, , , ,5,N,5,N,PALA,08/10/2000,1700, , , , ,"","A wild fire that began on July 29, was not brought under control until the evening of August 10.  By then, 11,734 acres had burned, and the cost of fighting the fire was estimated at $15 million. The bulk of the fire was over the western half of the Agua Tibia Wilderness Area so very few structures were destroyed or damaged.  At the peak of the fire 1,855 fire fighters were battling this blaze: 41 of whom were injured, with 7 of these seriously enough to be hospitalized.",217
5155034,RIVERSIDE CO.,TEMECULA,08/01/2000,0,Wildfire, , ,0,9,40000,0,CA,PST, ,1100756,C,65,SGX,0,0,NEWSPAPER, , , ,7,E,7,E,TEMECULA,08/10/2000,1700, , , , ,"","A wild fire that began on July 29, was not brought under control until the evening of August 10.  By then, 11,734 acres had burned, and the cost of fighting the fire was estimated at $15 million. The bulk of the fire was over the western half of the Agua Tibia Wilderness Area so very few structures were destroyed or damaged.  At the peak of the fire 1,855 fire fighters were battling this blaze: 41 of whom were injured, with 7 of these seriously enough to be hospitalized.",218
5156924,MOFFAT CO.,GREYSTONE,08/01/2000,1200,Wildfire, , ,0,0,0,0,CO,MST, ,1102385,C,81,GJT,0,0,PARK/FOREST SERVICE, , , ,10,E,10,E,GREYSTONE,08/02/2000,1400, , , , ,"","Lightning ignited a wildfire which burned 8 acres.",219
5156511,KERN CO.,HAVILAH,08/02/2000,1300,Wildfire, , ,0,0,78200,0,CA,PST, ,1102365,C,29,HNX,0,0,PARK/FOREST SERVICE, , , ,2,SE,2,SE,HAVILAH,08/09/2000,1200, , , , ,"The King Wildfire in Kern County burned 3,242 acres at a total cost of $4.86 Million.  The total personnel used to combat the fire was 982.  This fire was cause by a lightning strike along with 2 others in the same general area between the Tehachapi Valley and the south shore of Lake Isabella.","",220
5156108,ROUTT CO.,TOPONAS,08/02/2000,1330,Wildfire, , ,0,0,0,0,CO,MST, ,1102383,C,107,GJT,0,0,PARK/FOREST SERVICE, , , ,3,S,3,S,TOPONAS,08/02/2000,1800, , , , ,"","Lightning ignited a wildfire which burned 15 acres.",221
5170946,JEFFERSON CO.,BOULDER,08/02/2000,1330,Wildfire, , ,0,2,0,0,MT,MST, ,1101620,C,43,TFX,0,0,EMERGENCY MANAGER, , , ,5,W,5,W,BOULDER,08/22/2000,2100, , , , ,"High Ore/Boulder Hill fire, 12604 acres burned, cause unknown.","",222
5171387,KAUAI CO.,LIHUE,08/03/2000,1230,Wildfire, , ,0,0,0,0,HI,HST, ,1102007,C,7,HFO,0,0,NEWSPAPER, , , , , , , ,LIHUE,08/03/2000,1730, , , , ,"","A small, four-acre brush fire was contained, controlled, and then extinguished after five hours.  Firefighters worked to quickly stop the blaze as it threatened Kauai High School on the southeast side of Lihue.",223
5171389,HONOLULU CO.,WAHIAWA,08/03/2000,1315,Wildfire, , ,0,1,0,0,HI,HST, ,1102009,C,3,HFO,0,0,NEWSPAPER, , , ,1,S,1,S,WAHIAWA,08/06/2000,1000, , , , ,"","A brush fire burned about 100 acres near Wheeler Army Airfield in central Oahu over a three-day period.  Initially, winds fanned the flames toward townhomes at the Pinnacle in Mililani.  However, the winds shifted and sent the blaze down a deep ravine toward the Ewa Plain, well away from residential areas.  One firefighter was injured, though not severely, when he fell into a ravine near the brush fire.  No other injuries or serious property damage were reported.",224
5156926,RIO BLANCO CO.,RANGELY,08/03/2000,1430,Wildfire, , ,0,0,0,0,CO,MST, ,1102387,C,103,GJT,0,0,PARK/FOREST SERVICE, , , ,18,ESE,18,ESE,RANGELY,08/03/2000,1430, , , , ,"","Lightning ignited a wildfire which burned 7 acres.",225
5175623,LAKE CO.,COUNTYWIDE,08/03/2000,1750,Wildfire, , ,0,0,0,0,OR,PST, ,1099560,C,37,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/03/2000,2045, , , , ,"See below.","A Red Flag Warning was issued for Fire Weather zones 624 and 625, including most of Klamath and Lake counties.  This warning was issued for low relative humidities and gusty winds observed at a number of sites across the area.  The warning was already verifying when it was issued.  Peak winds and lowest RH values are listed below.  A few lightning strikes also occurred in Lake county, and it is likely that it was dry lightning.

Station			Peak Wind (MPH)	Lowest RH (%)
Lakeview			28			15
Klamath Falls			13			14
Calimus Butte RAWS		16			11
Chiloquin RAWS		10			14
Fish Fin Rim RAWS		24			12
Gerber Reservoir RAWS		12			 9
Hart Mountain RAWS		20			15
Coffee Pot RAWS		14			10
Strawberry Reservoir RAWS	13			 4
Summit RAWS			20			15
Poor Jug RAWS			12			18
Hoyt RAWS			 9			12",226
5175622,KLAMATH CO.,COUNTYWIDE,08/03/2000,1750,Wildfire, , ,0,0,0,0,OR,PST, ,1099560,C,35,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/03/2000,2045, , , , ,"See below.","A Red Flag Warning was issued for Fire Weather zones 624 and 625, including most of Klamath and Lake counties.  This warning was issued for low relative humidities and gusty winds observed at a number of sites across the area.  The warning was already verifying when it was issued.  Peak winds and lowest RH values are listed below.  A few lightning strikes also occurred in Lake county, and it is likely that it was dry lightning.

Station			Peak Wind (MPH)	Lowest RH (%)
Lakeview			28			15
Klamath Falls			13			14
Calimus Butte RAWS		16			11
Chiloquin RAWS		10			14
Fish Fin Rim RAWS		24			12
Gerber Reservoir RAWS		12			 9
Hart Mountain RAWS		20			15
Coffee Pot RAWS		14			10
Strawberry Reservoir RAWS	13			 4
Summit RAWS			20			15
Poor Jug RAWS			12			18
Hoyt RAWS			 9			12",227
5175624,JACKSON CO.,COUNTYWIDE,08/04/2000,1220,Wildfire, , ,0,0,0,0,OR,PST, ,1099561,C,29,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/04/2000,1415, , , , ,"See below.","A Red Flag Warning for dry lightning was issued for fire weather zones 621/623/624/625 at 12:20 PDT on 08/04/00.  This included the Cascade and Siskiyou range in southeast Josephine County and south and east Jackson county.  Nearly all of Klamath and Lake counties were included.  At 14:15 PDT, the warning was cancelled for all but Lake county.  It appears that minimal thunderstorm activity occurred this day.",228
5175627,LAKE CO.,COUNTYWIDE,08/04/2000,1220,Wildfire, , ,0,0,0,0,OR,PST, ,1099561,C,37,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/04/2000,2055, , , , ,"See below.","A Red Flag Warning for dry lightning was issued for fire weather zones 621/623/624/625 at 12:20 PDT on 08/04/00.  This included the Cascade and Siskiyou range in southeast Josephine County and south and east Jackson county.  Nearly all of Klamath and Lake counties were included.  At 14:15 PDT, the warning was cancelled for all but Lake county.  It appears that minimal thunderstorm activity occurred this day.",229
5175626,KLAMATH CO.,COUNTYWIDE,08/04/2000,1220,Wildfire, , ,0,0,0,0,OR,PST, ,1099561,C,35,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/04/2000,1415, , , , ,"See below.","A Red Flag Warning for dry lightning was issued for fire weather zones 621/623/624/625 at 12:20 PDT on 08/04/00.  This included the Cascade and Siskiyou range in southeast Josephine County and south and east Jackson county.  Nearly all of Klamath and Lake counties were included.  At 14:15 PDT, the warning was cancelled for all but Lake county.  It appears that minimal thunderstorm activity occurred this day.",230
5175625,JOSEPHINE CO.,COUNTYWIDE,08/04/2000,1220,Wildfire, , ,0,0,0,0,OR,PST, ,1099561,C,33,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/04/2000,1415, , , , ,"See below","A Red Flag Warning for dry lightning was issued for fire weather zones 621/623/624/625 at 12:20 PDT on 08/04/00.  This included the Cascade and Siskiyou range in southeast Josephine County and south and east Jackson county.  Nearly all of Klamath and Lake counties were included.  At 14:15 PDT, the warning was cancelled for all but Lake county.  It appears that minimal thunderstorm activity occurred this day.",231
5156451,TWIN FALLS CO.,CASTLEFORD,08/04/2000,1530,Wildfire, , ,0,0,0,0,ID,MST, ,1102761,C,83,BOI,0,0,GOVT OFFICIAL, , , ,16,SW,16,SW,CASTLEFORD,08/04/2000,1530, , , , ,"A lightning ignited fire, named The Grass Fire, began on the afternoon of the 4th.  This fire burned 42,880 acres before it was contained on the 9th. One outbuilding was destroyed and several others were threatened. Damage estimates were not available for this fire.","",232
5156929,SAN JUAN CO.,MONTICELLO,08/05/2000,1600,Wildfire, , ,0,0,0,0,UT,MST, ,1102390,C,37,GJT,0,0,PARK/FOREST SERVICE, , , ,25,W,25,W,MONTICELLO,08/08/2000,1800, , , , ,"","A lightning sparked wildfire consumed 20 acres.",233
5156930,SAN JUAN CO.,MONTICELLO,08/05/2000,1730,Wildfire, , ,0,0,0,0,UT,MST, ,1102391,C,37,GJT,0,0,PARK/FOREST SERVICE, , , ,20,W,20,W,MONTICELLO,08/09/2000,900, , , , ,"","A lightning sparked wildfire consumed 33 acres.",234
5175628,KLAMATH CO.,COUNTYWIDE,08/05/2000,1812,Wildfire, , ,0,0,0,0,OR,PST, ,1099562,C,35,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/05/2000,1812, , , , ,"See below.","A Fire Weather Watch was issued for most of the mountain areas and the east side of the Cascades for the afternoon and evening of 08/05/00, but it was cancelled.  However, some thunderstorms did develop later in the day over southwest Klamath county and the Siskiyous (Fire weather zones 621/623).  Some of the lighting from these storms was likely dry, so a Red Flag Warning would have been appropriate.",235
5175629,JACKSON CO.,COUNTYWIDE,08/05/2000,2043,Wildfire, , ,0,0,0,0,OR,PST, ,1099562,C,29,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/05/2000,2043, , , , ,"See below.","A Fire Weather Watch was issued for most of the mountain areas and the east side of the Cascades for the afternoon and evening of 08/05/00, but it was cancelled.  However, some thunderstorms did develop later in the day over southwest Klamath county and the Siskiyous (Fire weather zones 621/623).  Some of the lighting from these storms was likely dry, so a Red Flag Warning would have been appropriate.",236
5175630,DOUGLAS CO.,COUNTYWIDE,08/06/2000,700,Wildfire, , ,0,0,0,0,OR,PST, ,1099563,C,19,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/06/2000,1445, , , , ,"See below.","A Red Flag Warning was issued for dry lightning in fire weather zones 623/624/625 and eastern 617.  This included eastern Douglas and Jackson counties, and nearly all of Lake and Klamath county.  The warning was cancelled for eastern 617 and 623 at 14:45 and for the remainder of the area at 18:45 PDT.  This turned out to be a good call.  No thunderstorm activity was recorded over 617 and 623, but the Lakeview Interagency Fire Center did report that some dry lightning occurred in zone 625.",237
5175633,LAKE CO.,COUNTYWIDE,08/06/2000,700,Wildfire, , ,0,0,0,0,OR,PST, ,1099563,C,37,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/06/2000,1845, , , , ,"See below.","A Red Flag Warning was issued for dry lightning in fire weather zones 623/624/625 and eastern 617.  This included eastern Douglas and Jackson counties, and nearly all of Lake and Klamath county.  The warning was cancelled for eastern 617 and 623 at 14:45 and for the remainder of the area at 18:45 PDT.  This turned out to be a good call.  No thunderstorm activity was recorded over 617 and 623, but the Lakeview Interagency Fire Center did report that some dry lightning occurred in zone 625.",238
5175632,KLAMATH CO.,COUNTYWIDE,08/06/2000,700,Wildfire, , ,0,0,0,0,OR,PST, ,1099563,C,35,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/06/2000,1845, , , , ,"See below.","A Red Flag Warning was issued for dry lightning in fire weather zones 623/624/625 and eastern 617.  This included eastern Douglas and Jackson counties, and nearly all of Lake and Klamath county.  The warning was cancelled for eastern 617 and 623 at 14:45 and for the remainder of the area at 18:45 PDT.  This turned out to be a good call.  No thunderstorm activity was recorded over 617 and 623, but the Lakeview Interagency Fire Center did report that some dry lightning occurred in zone 625.",239
5175631,JACKSON CO.,COUNTYWIDE,08/06/2000,700,Wildfire, , ,0,0,0,0,OR,PST, ,1099563,C,29,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,08/06/2000,1445, , , , ,"See below.","A Red Flag Warning was issued for dry lightning in fire weather zones 623/624/625 and eastern 617.  This included eastern Douglas and Jackson counties, and nearly all of Lake and Klamath county.  The warning was cancelled for eastern 617 and 623 at 14:45 and for the remainder of the area at 18:45 PDT.  This turned out to be a good call.  No thunderstorm activity was recorded over 617 and 623, but the Lakeview Interagency Fire Center did report that some dry lightning occurred in zone 625.",240
5155359,RAVALLI CO.,SULA,08/06/2000,1500,Wildfire, , ,0,0,0,0,MT,MST, ,1100783,C,81,MSO,0,0,EMERGENCY MANAGER, , , , , , , ,SULA,08/31/2000,1500, , , , ,"","Dry lightning and strong winds started fires which spread into urban areas of southern Ravalli County. Structural damage from fires occurred from August 6 to the 8th, but fires raged to the end of the month with a total of 335,356 acres burned in Ravalli County alone. Total damage to residences and cabins was 64, with 5 partially damaged. A total of 164 outbuildings were damaged with 3 partially damaged. 87 vehicles were totally damaged with 7 partially damaged.",241
5172220,HOT SPRINGS CO.,THERMOPOLIS,08/07/2000,900,Wildfire, , ,1,1,0,0,WY,MST, ,1101538,C,17,RIW,0,0,NEWSPAPER, , , ,20,SW,20,SW,THERMOPOLIS,08/18/2000,1800, , , , ,"","Kates Basin complex fires spread south and west into Fremont County.  Nearly 130,000 acres burned  in the Owl Creek 
Mountains on the Arapahoe Ranch.  One firefighter killed, one injured.",242
